BillNum,ShortTitle,HouseSponsor,HouseAddSponsor,HouseCoSponsor,SenateSponsor,SenateAddSponsor,Textbox16
HM22-1002,Memorialize Representative Kimmi Lewis,"Neville, Luck",,"Amabile, Bacon, Baisley, Benavidez, Bernett, Bird, Bockenfeld, Boesenecker, Bradfield, Caraveo, Carver, Catlin, Cutter, Daugherty, Duran, Esgar, Exum, Froelich, Geitner, Gonzales-Gutierrez, Gray, Hanks, Herod, Holtorf, Hooton, Jodeh, Kennedy, Kipp, Larson, Lindsay, Lontine, Lynch, McCl",,,
HR22-1001,House Employees & Officers,Mullica,"Bird, McKean, Van Winkle","Amabile, Bacon, Baisley, Benavidez, Bernett, Bockenfeld, Boesenecker, Bradfield, Caraveo, Catlin, Cutter, Daugherty, Esgar, Exum, Froelich, Geitner, Gonzales-Gutierrez, Gray, Hanks, Herod, Holtorf, Hooton, Jodeh, Kennedy, Kipp, Larson, Lontine, Luck, Lynch, McCluskie, McCormick, McLac",,,
HR22-1002,Remote Public Testimony In House Committees,"Esgar, McKean",,,,,
HR22-1003,Speaker Authority For Health & Safety Regulations,Esgar,,"Amabile, Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Daugherty, Exum, Froelich, Gonzales-Gutierrez, Gray, Herod, Hooton, Kennedy, Kipp, Lontine, McCluskie, McCormick, Michaelson Jenet, Mullica, Ortiz, Ricks, Sirota, Sullivan, Titone, Valdez A., Weissman, Woodrow",,,
HR22-1004,Urging Congress To Adopt Voting Rights Legislation,"Exum, Tipper",,"Bacon, Bernett, Bird, Boesenecker, Caraveo, Cutter, Daugherty, Duran, Esgar, Froelich, Gonzales-Gutierrez, Gray, Hooton, Jodeh, Kennedy, Kipp, Lindsay, Lontine, McCluskie, McLachlan, Michaelson Jenet, Ortiz, Ricks, Sirota, Snyder, Sullivan, Titone, Valdez A., Valdez D., Weissman",,,
SB22-001,Crime Prevention Through Safer Streets,"Ricks, Tipper",,"Bird, Boesenecker, Duran, Exum, Hooton, Jodeh, Lindsay, Lontine, McCluskie, Michaelson Jenet, Ortiz, Titone, Weissman, Garnett","Buckner, Hinrichsen",,"Bridges, Coleman, Danielson, Fields, Ginal, Gonzales, Hansen, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Story, Winter, Zenzinger, Fenberg"
SB22-002,Resources For Volunteer Firefighters,"Cutter, Will","Lynch, Snyder, Valdez D.","Amabile, Bacon, Bernett, Bird, Bockenfeld, Boesenecker, Carver, Daugherty, Esgar, Exum, Froelich, Herod, Holtorf, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCluskie, McCormick, Michaelson Jenet, Mullica, Rich, Ricks, Roberts, Soper, Titone, Valdez A., Van Winkle, Weissman","Ginal, Story",Lee,"Bridges, Buckner, Cooke, Coram, Danielson, Donovan, Fields, Gonzales, Hansen, Hinrichsen, Hisey, Jaquez Lewis, Kirkmeyer, Kolker, Liston, Moreno, Pettersen, Priola, Rankin, Simpson, Sonnenberg, Winter, Woodward, Fenberg"
SB22-003,Community Coll Nursing Bachelor Degree Eligibility,"Mullica, Exum",,"Amabile, Bacon, Benavidez, Bird, Boesenecker, Caraveo, Cutter, Duran, Esgar, Geitner, Gonzales-Gutierrez, Gray, Hooton, Jodeh, Kennedy, Kipp, Lindsay, Lontine, McCluskie, McCormick, McKean, McLachlan, Michaelson Jenet, Ortiz, Roberts, Sandridge, Snyder, Titone, Valdez A., Valdez D.","Buckner, Donovan",,"Coleman, Cooke, Coram, Fenberg, Fields, Gardner, Ginal, Gonzales, Hisey, Jaquez Lewis, Kolker, Lee, Lundeen, Moreno, Pettersen, Rankin, Rodriguez, Scott, Sonnenberg, Winter, Woodward, Garcia"
SB22-004,Evidence-based Training In Science Of Reading,McCluskie,,"Amabile, Bacon, Bernett, Bird, Boesenecker, Exum, Herod, Hooton, Jodeh, Lindsay, McCormick, McLachlan, Michaelson Jenet, Sirota, Titone, Valdez A., Valdez D., Young","Rankin, Bridges",,"Ginal, Winter"
SB22-005,Law Enforcement Agency Peace Officer Services,"Roberts, Woog",,"Bernett, Bird, Bockenfeld, Carver, Lindsay, McCluskie, McCormick, McLachlan, Michaelson Jenet, Snyder, Titone, Van Winkle, Young","Bridges, Cooke",,"Buckner, Coram, Danielson, Donovan, Fields, Gardner, Ginal, Hansen, Hinrichsen, Holbert, Kirkmeyer, Kolker, Lee, Liston, Moreno, Pettersen, Priola, Rankin, Scott, Simpson, Smallwood, Story, Winter, Woodward, Zenzinger, Fenberg"
SB22-006,Sales Tax Assistance For Small Bus,"McLachlan, Snyder",,"Bernett, Bird, Bockenfeld, Boesenecker, Caraveo, Cutter, Duran, Exum, Herod, Hooton, Jodeh, Kipp, Lindsay, McCluskie, McKean, Michaelson Jenet, Ortiz, Pelton, Ricks, Roberts, Titone, Valdez A., Valdez D., Weissman, Will, Young, Garnett","Kolker, Rodriguez",,"Bridges, Cooke, Gardner, Hansen, Hisey, Holbert, Kirkmeyer, Lee, Liston, Lundeen, Pettersen, Priola, Rankin, Simpson, Smallwood, Woodward"
SB22-007,Increase Wildfire Risk Mitigation Outreach Efforts,"Cutter, Snyder",,"Amabile, Bernett, Bird, Boesenecker, Caraveo, Duran, Esgar, Exum, Froelich, Herod, Jodeh, Kipp, Lindsay, Lontine, McCormick, Michaelson Jenet, Mullica, Roberts, Titone, Valdez D., Weissman, Woodrow, Young","Story, Lee",Ginal,"Buckner, Danielson, Gonzales, Jaquez Lewis, Moreno, Fenberg"
SB22-008,Higher Education Support For Foster Youth,"McLachlan, McKean",,"Amabile, Bacon, Bird, Bockenfeld, Caraveo, Carver, Cutter, Daugherty, Froelich, Gonzales-Gutierrez, Herod, Jodeh, Kipp, Lindsay, Lontine, McCluskie, Michaelson Jenet, Mullica, Ricks, Sirota, Titone, Valdez A., Valdez D.","Zenzinger, Priola","Fenberg, Moreno","Bridges, Buckner, Coleman, Danielson, Donovan, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Kolker, Lee, Pettersen, Rankin, Rodriguez, Story"
SB22-009,Recertification & Theft Of Catalytic Converters,"Bird, Benavidez",Bockenfeld,"Bacon, Bernett, Boesenecker, Caraveo, Cutter, Duran, Gray, Herod, Lindsay, Lontine, McCluskie, Michaelson Jenet, Mullica, Ortiz, Pico, Roberts, Snyder, Titone, Valdez D., Daugherty","Ginal, Hisey",Liston,"Bridges, Buckner, Coram, Danielson, Fields, Gardner, Hansen, Hinrichsen, Holbert, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Priola, Rankin, Simpson, Smallwood, Story, Winter, Zenzinger, Fenberg"
SB22-010,Pretrial Diversion For Person With Behavioral Health,"Benavidez, Amabile",Pelton,"Bacon, Bernett, Bird, Bockenfeld, Boesenecker, Cutter, Duran, Exum, Froelich, Geitner, Gonzales-Gutierrez, Gray, Herod, Hooton, Jodeh, Kennedy, Kipp, Lindsay, Lontine, McCormick, Michaelson Jenet, Pico, Sandridge, Sirota, Titone, Valdez A., Weissman, Young","Simpson, Lee",,"Bridges, Buckner, Donovan, Fields, Ginal, Gonzales, Hansen, Jaquez Lewis, Kolker, Moreno, Pettersen, Priola, Rankin, Winter, Zenzinger, Fenberg"
SB22-011,America 250 - Colorado 150 Commission,"Catlin, Esgar","Boesenecker, Duran, Herod, Hooton, McCluskie, McLachlan, Titone, Woodrow, Young","Bernett, Bird, Carver, Exum, Kipp, Lindsay, Lontine, McCormick, Ricks, Soper, Valdez D.","Zenzinger, Coram","Bridges, Donovan, Fenberg, Fields, Gardner, Hisey, Jaquez Lewis, Kolker, Priola, Rankin, Scott, Woodward","Buckner, Cooke, Ginal, Gonzales, Hansen, Hinrichsen, Holbert, Lee, Lundeen, Moreno, Rodriguez, Simpson, Smallwood"
SB22-012,Versions Of The Colorado Constitution,Hooton,,"Bernett, Lindsay, Snyder, Soper, Valdez A., Van Beber",Donovan,,"Bridges, Buckner, Coleman, Cooke, Coram, Fields, Gardner, Gonzales, Hinrichsen, Holbert, Kirkmeyer, Liston, Lundeen, Moreno, Priola, Scott, Simpson, Smallwood, Sonnenberg, Story, Winter, Woodward, Fenberg"
SB22-013,Boards & Commissions,"Garnett, McKean",,"Benavidez, Duran, Exum, Gonzales-Gutierrez, Gray, Herod, Jodeh, Kipp, Lontine, Lynch, McCluskie, Mullica, Snyder, Soper, Titone","Fenberg, Holbert",,"Buckner, Cooke, Gonzales, Hansen, Hisey, Kirkmeyer, Lee, Liston, Lundeen, Moreno, Priola, Rankin, Simpson, Sonnenberg, Winter, Woodward"
SB22-014,Colorado Youth Advisory Council Updates,"McKean, McLachlan",,"Bernett, Bird, Boesenecker, Caraveo, Carver, Cutter, Duran, Exum, Froelich, Gray, Herod, Hooton, Jodeh, Lindsay, Lontine, McCluskie, Ortiz, Ricks, Snyder, Titone, Valdez A., Valdez D., Weissman, Young",Moreno,"Fenberg, Priola","Bridges, Coleman, Coram, Donovan, Fields, Ginal, Gonzales, Hansen, Kolker, Lee, Pettersen, Rankin, Rodriguez, Simpson, Story, Winter, Woodward, Zenzinger, Garcia"
SB22-015,Douglas Cnty On Urban Drainage Flood Control Dist,Titone,,"Baisley, Benavidez, Duran, Gray, Kipp, Lindsay, Pico, Ransom, Ricks, Van Winkle",Holbert,,
SB22-016,Mod Department Of Transportation Governance,,,,Scott,,
SB22-017,Fluid Milk Products Not Divisible Load,"Boesenecker, Catlin","Exum, Froelich, Gray, Hooton, Pico, Rich, Sullivan, Valdez D., Van Winkle","Bockenfeld, Caraveo, Duran, Lindsay, Lontine, Lynch, McCluskie, McCormick, McLachlan, Mullica, Soper, Titone, Van Beber, Woodrow, Young, Pelton","Scott, Zenzinger","Coram, Donovan, Hisey","Cooke, Gardner, Kirkmeyer, Kolker, Lundeen, Priola, Rankin, Simpson, Sonnenberg, Winter, Woodward, Garcia"
SB22-018,Expand Court Reminder Program,"Benavidez, Soper",,"Amabile, Bacon, Bernett, Bird, Exum, Gonzales-Gutierrez, Herod, Hooton, Kipp, Lindsay, Lontine, McCluskie, Michaelson Jenet, Ricks, Roberts, Sirota, Sullivan, Titone, Valdez A., Weissman","Lee, Cooke",,"Bridges, Buckner, Donovan, Fields, Gonzales, Hansen, Kolker, Moreno, Pettersen, Priola, Story, Winter, Fenberg"
SB22-019,Access To Suppressed Court Eviction Records,Woodrow,,"Benavidez, Boesenecker, Daugherty, Duran, Exum, Gonzales-Gutierrez, Herod, Hooton, Jodeh, Kipp, Lindsay, Lontine, Ricks, Weissman",Winter,,"Fenberg, Fields, Gonzales, Hansen, Jaquez Lewis, Kolker, Lee, Moreno, Rodriguez"
SB22-020,Court Reporter Administering Oaths Or Affirmations,Tipper,,"Carver, Esgar, Exum, Lindsay, Lynch, McLachlan, Mullica, Valdez A., Weissman, Woodrow",Gardner,,"Buckner, Cooke, Gonzales, Hisey, Kirkmeyer, Lee, Liston, Lundeen, Priola, Smallwood, Woodward"
SB22-021,Treatment Behavioral Hlth Disorders Justice System,"Benavidez, Amabile",Pelton,"Bacon, Bernett, Bird, Boesenecker, Cutter, Duran, Esgar, Exum, Froelich, Gonzales-Gutierrez, Herod, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCluskie, McCormick, Michaelson Jenet, Mullica, Sirota, Sullivan, Titone, Valdez D., Weissman, Garnett, Daugherty","Rodriguez, Lee",Simpson,"Buckner, Gonzales, Kolker, Moreno, Pettersen, Story"
SB22-022,Enactment Of CRS 2021,"Snyder, Soper",Weissman,"Bacon, Bird, Gray, Jodeh","Lee, Gardner","Cooke, Rodriguez","Gonzales, Holbert, Scott, Smallwood"
SB22-023,Deceptive Tactics Juvenile Custodial Interrogation,"Bacon, Gonzales-Gutierrez",,"Benavidez, Bernett, Caraveo, Cutter, Esgar, Froelich, Herod, Hooton, Kipp, Lindsay, Michaelson Jenet, Sirota, Woodrow",Gonzales,,"Buckner, Coleman, Lee, Moreno, Rodriguez, Story"
SB22-024,Intimidating A Witness Changes,"Roberts, Soper",,"Bacon, Bernett, Bird, Boesenecker, Carver, Cutter, Duran, Esgar, Exum, Froelich, Gonzales-Gutierrez, Herod, Hooton, Jodeh, Kipp, Lontine, McCluskie, Michaelson Jenet, Pico, Ricks, Sirota, Snyder, Sullivan, Titone, Valdez D., Van Beber, Weissman, Will, Williams, Young","Fields, Cooke",,"Bridges, Buckner, Coram, Fenberg, Gardner, Ginal, Hansen, Hisey, Holbert, Jaquez Lewis, Kirkmeyer, Kolker, Lee, Liston, Lundeen, Moreno, Pettersen, Priola, Rankin, Scott, Simpson, Smallwood, Sonnenberg, Story, Woodward, Garcia"
SB22-025,Security Token Offerings State Capital Financing,"Bird, McCluskie",,"Bernett, Lindsay, Snyder, Valdez D.",Hansen,,"Donovan, Lee, Rankin"
SB22-026,Oil & Gas Operator Property Tax Procedures,"Boesenecker, Rich",,"Bird, Bockenfeld, Gray, Kipp, Pelton, Pico, Valdez A., Woodrow","Ginal, Kirkmeyer",,"Cooke, Coram, Hinrichsen, Hisey, Jaquez Lewis, Liston, Lundeen, Moreno, Priola, Rankin, Scott, Sonnenberg, Woodward, Zenzinger"
SB22-027,Prescription Drug Monitoring Program,"Michaelson Jenet, Larson",,"Bernett, Bird, Boesenecker, Exum, Lindsay, McCluskie, Ricks","Smallwood, Rodriguez",,"Buckner, Cooke, Coram, Donovan, Fields, Garcia, Gardner, Ginal, Gonzales, Hisey, Jaquez Lewis, Kirkmeyer, Kolker, Lee, Liston, Lundeen, Moreno, Pettersen, Priola, Rankin, Scott, Simpson, Sonnenberg, Story, Winter, Woodward"
SB22-028,Groundwater Compact Compliance Fund,"Roberts, Catlin","McCormick, McKean, McLachlan","Amabile, Bird, Bockenfeld, Carver, Cutter, Esgar, Geitner, Jodeh, Kipp, Lindsay, McCluskie, Michaelson Jenet, Pelton, Pico, Rich, Sandridge, Soper, Titone, Valdez A., Valdez D., Weissman, Will, Young","Simpson, Sonnenberg","Bridges, Coram, Donovan, Jaquez Lewis","Buckner, Cooke, Fields, Gardner, Gonzales, Hisey, Holbert, Kirkmeyer, Lee, Liston, Lundeen, Pettersen, Priola, Rankin, Rodriguez, Scott, Smallwood, Story, Winter, Woodward, Zenzinger, Fenberg"
SB22-029,Investment Water Speculation,McCormick,,,"Coram, Donovan","Bridges, Jaquez Lewis",
SB22-030,Expand Water Resources Review Cmt To Include Ag,"McLachlan, Catlin","McCormick, McKean, Roberts","Amabile, Benavidez, Bernett, Bird, Cutter, Duran, Esgar, Exum, Geitner, Gonzales-Gutierrez, Gray, Hooton, Jodeh, Lindsay, Lontine, Lynch, McCluskie, Ortiz, Pelton, Pico, Ricks, Valdez D., Will, Woodrow, Woog, Young","Donovan, Sonnenberg","Bridges, Coram, Jaquez Lewis","Buckner, Cooke, Gardner, Gonzales, Hisey, Kirkmeyer, Lee, Lundeen, Pettersen, Priola, Rankin, Scott, Simpson, Smallwood, Story, Winter, Woodward"
SB22-031,Prohibit Hunting Bobcat Lynx & Mountain Lion,,,,Jaquez Lewis,,
SB22-032,Simplify Local Sales & Use Tax Administration,"Kipp, Van Winkle",,"Amabile, Bernett, Bird, Bockenfeld, Boesenecker, Exum, Herod, Hooton, Jodeh, Lindsay, Lontine, Lynch, McCormick, McLachlan, Roberts, Sandridge, Snyder, Titone, Van Beber, Weissman","Bridges, Woodward",,"Cooke, Donovan, Fields, Ginal, Hisey, Holbert, Kolker, Lee, Liston, Lundeen, Moreno, Pettersen, Priola, Rankin, Scott, Simpson, Smallwood, Winter, Zenzinger, Fenberg"
SB22-033,Retail Liquor Store Minimally Processed Food,Cutter,,,Priola,,
SB22-034,Business Filing Address & Name Fraud,"Bird, Sandridge",,"Carver, Cutter, Duran, Herod, Hooton, Jodeh, Kipp, Lindsay, Lontine, Neville, Pico, Snyder, Titone, Valdez A., Weissman, Bernett, Boesenecker, Esgar, Exum, Geitner, Kennedy, McCluskie, McKean, Ricks, Soper, Van Beber, Van Winkle, Williams, Woodrow, Young","Kolker, Priola",,"Bridges, Buckner, Gardner, Gonzales, Holbert, Kirkmeyer, Lundeen, Pettersen, Smallwood, Winter, Woodward"
SB22-035,Coverage Levels For Occupational Accident Ins,"Bird, Van Winkle",,"Bernett, Carver, Jodeh, Mullica, Sandridge, Van Beber, Will","Rodriguez, Smallwood",,"Buckner, Cooke, Gonzales, Hisey, Holbert, Lee, Liston, Lundeen, Priola, Simpson, Woodward"
SB22-036,State Payment Old Hire Death & Disability Benefits,"Bird, Van Winkle","Exum, Sirota","Bernett, Bockenfeld, Boesenecker, Cutter, Duran, Esgar, Kipp, Lindsay, Lontine, McCluskie, Michaelson Jenet, Pico, Ricks, Snyder, Titone","Hansen, Hisey","Bridges, Kolker, Priola","Buckner, Cooke, Ginal, Lee, Moreno, Rodriguez, Sonnenberg"
SB22-037,Tony Grampsas Youth Services Program,"Tipper, Jodeh",,"Bacon, Benavidez, Bird, Cutter, Duran, Esgar, Exum, Gonzales-Gutierrez, Gray, Herod, Lindsay, Lontine, McCluskie, Mullica, Ricks, Sirota, Titone, Valdez A., Valdez D., Weissman",Moreno,,"Bridges, Buckner, Coleman, Coram, Fenberg, Ginal, Gonzales, Hansen, Jaquez Lewis, Kolker, Lee, Pettersen, Priola, Rankin, Story, Winter, Zenzinger, Garcia"
SB22-038,Healthcare Affordability & Sustainability Fee,McKean,,,Sonnenberg,,
SB22-039,Funding For Educational Opportunities,,,,"Lundeen, Kirkmeyer",Woodward,
SB22-040,Actuarial Reviews Health Ins Mandate Legislation,"Will, Lontine",,"Duran, Esgar, Jodeh, Kipp, Lynch, McCluskie, Michaelson Jenet, Ortiz, Pico, Ricks, Soper","Smallwood, Winter",,"Buckner, Cooke, Donovan, Gardner, Ginal, Hansen, Holbert, Jaquez Lewis, Kolker, Lee, Liston, Lundeen, Scott, Sonnenberg, Woodward"
SB22-041,Pretrial Release For Repeat & Violent Offenders,"Bradfield, Soper","Carver, Geitner, Luck, Pico, Rich",,Woodward,"Cooke, Hisey, Sonnenberg, Gardner, Coram, Scott, Kirkmeyer, Liston, Lundeen, Holbert, Priola, Rankin, Simpson, Smallwood",
SB22-042,Colorado State Fair Authority Board Membership,"Esgar, Will",,"Bernett, Bockenfeld, Exum, Gray, Hooton, Lindsay, Pelton, Pico, Ricks, Roberts, Snyder",Coram,,"Bridges, Buckner, Cooke, Gonzales, Hisey, Kirkmeyer, Priola, Rankin, Scott, Simpson, Smallwood, Sonnenberg, Woodward"
SB22-043,Restitution Services For Victims,"Lynch, Duran",,"Bacon, Bernett, Bird, Boesenecker, Caraveo, Daugherty, Esgar, Exum, Froelich, Gonzales-Gutierrez, Jodeh, Lindsay, McCluskie, McCormick, McLachlan, Michaelson Jenet, Mullica, Ricks, Roberts, Sandridge, Sirota, Snyder, Soper, Sullivan, Titone, Young, Garnett","Cooke, Gonzales",,"Buckner, Hansen, Lee, Liston, Priola, Rankin, Scott, Woodward, Zenzinger"
SB22-044,Use Of Student Growth In Educator Evaluations,"Froelich, Kipp",,,Story,Kolker,
SB22-045,Modifications To CO Public Benefit Corporation Act,Bird,,"Bacon, Cutter, Gray, Jodeh, Lindsay, Lontine, Snyder",Lee,,"Fenberg, Gonzales, Moreno, Pettersen, Rodriguez"
SB22-046,Parker Election Inclusion Or Exclusion From RTD,,,,Smallwood,,
SB22-047,Update Option For Voter Registration,Ricks,,,Kolker,,
SB22-048,CDOT Dispute Review Board Process,,,,Scott,,
SB22-049,Victim Rights Act,"Tipper, Carver",,"Amabile, Bernett, Bird, Bockenfeld, Boesenecker, Catlin, Duran, Exum, Froelich, Geitner, Gonzales-Gutierrez, Gray, Herod, Jodeh, Lindsay, Lontine, Lynch, McCluskie, McLachlan, Michaelson Jenet, Mullica, Pico, Ricks, Roberts, Sandridge, Sirota, Snyder, Soper, Titone, Valdez A., Van Be","Fields, Gardner",,"Bridges, Buckner, Coleman, Cooke, Garcia, Ginal, Hansen, Hisey, Holbert, Jaquez Lewis, Kirkmeyer, Kolker, Lee, Liston, Lundeen, Moreno, Pettersen, Priola, Rankin, Rodriguez, Scott, Simpson, Smallwood, Sonnenberg, Story, Woodward, Zenzinger, Fenberg"
SB22-050,Work Opportunities For Offenders In DOC,"Soper, Exum",,"Bacon, Bernett, Bird, Boesenecker, Caraveo, Cutter, Duran, Esgar, Froelich, Gonzales-Gutierrez, Gray, Herod, Hooton, Kennedy, Kipp, Lindsay, Lontine, Lynch, McCluskie, Mullica, Sirota, Snyder, Titone, Valdez A., Weissman, Woodrow","Coleman, Hisey",,"Bridges, Buckner, Donovan, Fields, Gardner, Gonzales, Hansen, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Priola, Simpson, Winter, Woodward, Fenberg"
SB22-051,Policies To Reduce Emissions From Built Envt,Sirota,,"Amabile, Bacon, Bernett, Bird, Boesenecker, Cutter, Exum, Froelich, Gonzales-Gutierrez, Herod, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCluskie, McCormick, Titone, Valdez A., Weissman, Woodrow",Hansen,,"Bridges, Buckner, Danielson, Fields, Ginal, Gonzales, Hinrichsen, Jaquez Lewis, Lee, Pettersen, Priola, Winter, Zenzinger, Fenberg"
SB22-052,Medical Assistance Income Eligibility Requirements,"Mullica, Bradfield",,"Bernett, Bird, Esgar, Exum, Gray, Herod, Hooton, Jodeh, Lindsay, Lontine, McCluskie, McLachlan","Jaquez Lewis, Smallwood",,"Buckner, Donovan, Hansen, Holbert, Kolker, Moreno, Pettersen, Priola, Rankin, Story, Woodward"
SB22-053,Health Facility Visitation During Pandemic,"McLachlan, Geitner",,"Pico, Van Beber, Van Winkle",Sonnenberg,,"Cooke, Donovan, Gardner, Holbert, Kirkmeyer, Lundeen, Moreno, Scott, Simpson, Smallwood, Woodward"
SB22-054,Recommend Community School For Turnaround Plan,Titone,,"Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Esgar, Exum, Gonzales-Gutierrez, Herod, Kennedy, Kipp, Lindsay, Lontine, McCormick, McLachlan, Sirota, Snyder, Young","Zenzinger, Kirkmeyer",,"Ginal, Hisey, Holbert, Moreno, Pettersen, Priola, Rankin, Scott, Smallwood, Story, Woodward"
SB22-055,Alcohol Monitoring For Impaired Driving Offenders,"Roberts, McKean",,"Amabile, Bernett, Bird, Geitner, Jodeh, Kipp, Lindsay, Lontine, Michaelson Jenet, Mullica, Pico, Ricks, Soper, Valdez A., Valdez D., Van Winkle, Will, Young","Cooke, Hansen",,"Bridges, Buckner, Danielson, Donovan, Gonzales, Jaquez Lewis, Lee, Moreno, Pettersen, Story"
SB22-056,UNC Osteopathic Medicine Degrees,"Young, Will",,"Bird, Boesenecker, Duran, Esgar, Exum, Herod, Kipp, Lindsay, McCluskie, Mullica, Pelton, Soper, Valdez D., Weissman","Sonnenberg, Garcia",Cooke,"Coram, Fenberg, Fields, Gardner, Ginal, Gonzales, Hansen, Hisey, Kirkmeyer, Kolker, Lee, Liston, Lundeen, Moreno, Rankin, Scott, Simpson, Smallwood, Story, Winter, Woodward, Zenzinger"
SB22-057,Violent Crime Victim Brain Injury Screening Prog,Weissman,,"Bacon, Bernett, Boesenecker, Caraveo, Cutter, Duran, Esgar, Exum, Froelich, Gonzales-Gutierrez, Herod, Hooton, Jodeh, Lindsay, Lontine, McCluskie, Michaelson Jenet, Ortiz, Ricks, Sullivan, Titone, Valdez A., Valdez D., Young","Cooke, Fields",,"Bridges, Buckner, Coleman, Danielson, Gardner, Ginal, Gonzales, Hansen, Hinrichsen, Hisey, Holbert, Jaquez Lewis, Kirkmeyer, Kolker, Lee, Liston, Lundeen, Pettersen, Priola, Rodriguez, Simpson, Smallwood, Sonnenberg, Story, Winter, Woodward, Zenzinger, Fenberg"
SB22-058,Dental Hygienists Peer Health Assistance Program ,McCormick,,"Amabile, Bird, Boesenecker, Caraveo, Duran, Exum, Herod, Jodeh, Lindsay, Lontine, Michaelson Jenet, Mullica, Snyder, Valdez D.",Simpson,,"Buckner, Coram, Fields, Ginal, Hansen, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Story, Winter"
SB22-059,HOA Voting Proxy Limitations,"Hooton, Ransom",,"Bacon, Bernett, Boesenecker, Gray, Jodeh, Lindsay, Ricks, Titone, Valdez A., Weissman",Holbert,,"Ginal, Moreno, Priola, Scott, Smallwood"
SB22-060,Limit HOA Fee Increases For Common Elements,,,,Bridges,,
SB22-061,Ofc Of Sav People Money On Hlth Care In SMART Act,Pico,,,Hisey,,
SB22-062,Committee On Legal Services Procedures,"Soper, Weissman",,"Bacon, Gray, Herod, Jodeh, McCluskie, Snyder","Lee, Gardner","Cooke, Rodriguez","Buckner, Gonzales, Holbert, Moreno"
SB22-063,Property Ownership Fairness Act,Pico,,,Liston,"Cooke, Hisey, Holbert, Lundeen, Sonnenberg, Woodward",
SB22-064,Neighborhood Youth Organizations,"McKean, Kipp",,"Bird, Boesenecker, Cutter, Duran, Exum, Gray, Herod, Hooton, Jodeh, Lindsay, Lontine, McCluskie, McCormick, Mullica, Ricks, Sullivan, Titone, Valdez A., Valdez D., Van Beber, Young","Zenzinger, Rankin",,"Bridges, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Lee, Moreno, Pettersen, Simpson, Story, Winter, Fenberg"
SB22-065,Mod To County Coroners Salaries,"Gray, Will",,"Bird, Bockenfeld, Hooton, Lindsay, Lontine, McLachlan","Hisey, Story",,"Cooke, Liston, Rankin, Simpson"
SB22-066,Restore Unemployment Insurance Fund Balance,Van Winkle,,,Woodward,"Cooke, Gardner, Holbert, Kirkmeyer, Liston, Lundeen, Priola, Rankin, Simpson, Smallwood, Sonnenberg",
SB22-067,Safe Neighborhoods Grant Program,Bradfield,,,Lundeen,Woodward,
SB22-068,Provider Tool To View All-payer Claims Database,"Lontine, Woog",,"Bird, Jodeh, Lindsay, McCluskie, Ricks, Snyder, Titone","Rodriguez, Kolker",,"Buckner, Danielson, Donovan, Ginal, Gonzales, Hinrichsen, Jaquez Lewis, Lee, Moreno, Pettersen, Rankin, Story, Winter"
